spelling,pp_mean,pp_min,pp_freq_mean,pp_freq_min
variation,0.850102588,0.357501795,0.850108912,0.363306678
variations,0.864854198,0.357501795,0.864739815,0.363306678
varied,0.873485279,0.472274143,0.873237308,0.465240733
variety,0.807777056,0.231362468,0.80696328,0.225816886
various,0.995854609,0.987341772,0.994969803,0.98477624
varsity,0.936217703,0.726890756,0.934379793,0.720614111
vary,1,1,1,1
vascular,0.959219858,0.836879433,0.962885212,0.851241082
vase,0.844668453,0.413020833,0.848890644,0.425969993
vasectomy,0.916783471,0.586979167,0.914933115,0.574030007
vaseline,0.838821229,0.463788301,0.837138381,0.465679338
vast,1,1,1,1
vat,1,1,1,1
vatican,0.883300472,0.540605096,0.882113299,0.538099771
vaudeville,0.756123789,0.450292398,0.749763066,0.422064591
vault,0.99501548,0.986842105,0.995681441,0.988550243
vaults,0.995846233,0.986842105,0.996401201,0.988550243
veal,0.956852435,0.910891089,0.958353021,0.914301921
vector,0.997015546,0.989304813,0.997116987,0.990031459
veda,1,1,1,1
veer,0.997030468,0.989059081,0.997695137,0.991537088
vega,1,1,1,1
vegas,0.981630547,0.947368421,0.984806474,0.956280631
vegetable,0.731866129,0.15098242,0.728397354,0.15959768
vegetables,0.706109101,0.15098242,0.704946312,0.15959768
vegetarian,0.953206175,0.84901758,0.950657794,0.84040232
vegetation,0.851493186,0.357501795,0.850601155,0.363306678
veggie,1,1,1,1
vehement,0.745459563,0.037735849,0.735049112,0.009643549
vehicle,0.800880285,0.523076923,0.804771496,0.495345802
vehicles,0.774698499,0.5,0.776646416,0.495345802
veil,0.856350267,0.661764706,0.864407018,0.682827378
vein,0.856350267,0.661764706,0.864407018,0.682827378
veins,0.885080214,0.661764706,0.891525615,0.682827378
velcro,1,1,1,1
veldt,1,1,1,1
velocity,0.965108443,0.828467153,0.962724682,0.819266942
velvet,0.951762003,0.904347826,0.962758405,0.929000515
vend,1,1,1,1
vendetta,0.96085381,0.84901758,0.958706877,0.84040232
vending,0.999734466,0.998141264,0.999706492,0.997945447
vendor,0.999298054,0.997647059,0.999217647,0.997360437
veneer,0.974680062,0.84901758,0.973274297,0.84040232
venezuela,0.811845794,0.29787234,0.798460051,0.252053646
vengeance,0.681006407,0.2,0.69300653,0.235217255
vengeful,0.660992478,0.15098242,0.666884356,0.15959768
venice,0.907930225,0.463788301,0.908431474,0.465679338
venom,1,1,1,1
vent,1,1,1,1
ventilation,0.818181818,0.357501795,0.818181818,0.363306678
ventilator,0.91831033,0.540605096,0.917479309,0.538099771
venting,0.883300472,0.540605096,0.882113299,0.538099771
ventriloquist,0.949779228,0.666666667,0.944481571,0.615883621
vents,1,1,1,1
venture,0.859917136,0.405365127,0.869372629,0.425509855
venue,0.929803516,0.8,0.926400304,0.791599197
venus,1,1,1,1
vera,1,1,1,1
verb,1,1,1,1
verbal,1,1,1,1
verde,0.578121639,0.007692308,0.576194354,0.006237995
verdict,0.994638808,0.984693878,0.994927142,0.980202975
verge,0.823416823,0.15098242,0.825053245,0.15959768
verification,0.901408058,0.357501795,0.902100576,0.363306678
verified,0.905113959,0.472274143,0.904927981,0.465240733
verify,1,1,1,1
veritable,0.920536702,0.586979167,0.915153425,0.574030007
vermin,1,1,1,1
vermont,0.999659812,0.99870801,0.999488277,0.998062258
vermouth,0.995885957,0.977917981,0.99593852,0.97655684
vernacular,1,1,1,1
vernon,1,1,1,1
veronica,0.998852515,0.99469496,0.998607184,0.993783302
versa,1,1,1,1
versatile,0.838455192,0.450292398,0.838609522,0.453528662
verse,0.823416823,0.15098242,0.825053245,0.15959768
versed,0.825090696,0.527725857,0.826370921,0.534759267
verses,0.819117011,0.446728972,0.814493945,0.433705325
version,0.778068011,0.173366834,0.779905921,0.179955561
versions,0.805511845,0.173366834,0.806969924,0.179955561
versus,1,1,1,1
vertebrae,0.965965259,0.84901758,0.963974175,0.84040232
vertical,0.897887913,0.540605096,0.896849137,0.538099771
verve,0.82248659,0.15098242,0.824290381,0.15959768
very,1,1,1,1
vessel,0.996518712,0.979112272,0.996753082,0.980518494
vessels,0.997016039,0.979112272,0.997216928,0.980518494
vest,0.991408935,0.965635739,0.992386118,0.969544473
vested,0.789503693,0.426199262,0.787528755,0.416936063
vestibule,0.800615946,0.405365127,0.806403511,0.425509855
vests,0.991676867,0.958384333,0.991483126,0.957415629
vet,0.936940882,0.904347826,0.95296565,0.929000515
veteran,0.956862166,0.84901758,0.954400663,0.84040232
veterans,0.962254395,0.84901758,0.96010058,0.84040232
veterinarian,0.961005146,0.84901758,0.958881495,0.84040232
veto,1,1,1,1
vex,1,1,1,1
via,0.946078431,0.838235294,0.945019803,0.835059409
viable,0.893815199,0.481481481,0.886259153,0.457516738
vial,0.958506648,0.901140684,0.956443326,0.89664336
vials,0.966805318,0.901140684,0.965154661,0.89664336
vibe,0.829616023,0.463788301,0.81595494,0.465679338
vibes,0.694105443,0.381044487,0.697551862,0.387143974
vibrant,1,1,1,1
vibrate,0.908860397,0.413020833,0.910985455,0.425969993
vibrating,0.9092337,0.540605096,0.908310344,0.538099771
vibration,0.868544078,0.357501795,0.869467434,0.363306678
vibrations,0.881451538,0.357501795,0.882162485,0.363306678
vibrator,1,1,1,1
vic,1,1,1,1
vicar,1,1,1,1
vice,0.861895338,0.463788301,0.862647211,0.465679338
vicinity,0.965400499,0.828467153,0.963251105,0.819266942
vicious,0.74968261,0.105263158,0.751254255,0.113258106
vicissitude,0.81319078,0.405365127,0.814579443,0.425509855
victim,0.833065593,0.465,0.831427902,0.457797173
victims,0.856913365,0.465,0.85550963,0.457797173
victor,0.997015546,0.989304813,0.997116987,0.990031459
victoria,0.977142982,0.838235294,0.976841512,0.835059409
victorian,0.979215017,0.901140684,0.978382888,0.89664336
victories,0.92961129,0.618955513,0.929634648,0.612856026
victorious,0.994989082,0.987341772,0.994446131,0.98477624
victory,0.996986937,0.989304813,0.997096099,0.990031459
video,0.850099483,0.536211699,0.848863745,0.534320662
videos,0.854325881,0.536211699,0.847642268,0.534320662
videotape,0.792593141,0.413020833,0.784294351,0.425969993
videotapes,0.731733544,0.381044487,0.723288332,0.387143974
vie,1,1,1,1
vienna,0.763905579,0.231362468,0.766249343,0.225816886
vietcong,0.831643425,0.231362468,0.830850652,0.225816886
vietnam,0.807777056,0.231362468,0.80696328,0.225816886
vietnamese,0.794532513,0.231362468,0.790353304,0.225816886
view,1,1,1,1
viewed,0.55919196,0.231362468,0.553981984,0.225816886
viewer,0.744633166,0.231362468,0.746334127,0.225816886
viewers,0.780939483,0.231362468,0.782382392,0.225816886
viewing,0.843766067,0.231362468,0.845432195,0.225816886
viewpoint,0.827105091,0.231362468,0.826410118,0.225816886
views,0.781272494,0.231362468,0.783605073,0.225816886
vigil,0.964973699,0.905405405,0.966274462,0.90981314
vigilante,0.718093968,0.022151899,0.717163792,0.020037635
vignette,0.709186011,0.363636364,0.707511658,0.354909469
viking,1,1,1,1
vikings,0.859146431,0.494505495,0.854874358,0.480982383
vil,1,1,1,1
vila,1,1,1,1
vile,0.72589963,0.450292398,0.727698095,0.453528662
villa,0.994827586,0.987068966,0.996784908,0.991962269
village,0.909286695,0.413020833,0.912836699,0.425969993
villagers,0.996886456,0.987068966,0.99798222,0.991962269
villages,0.828350198,0.446728972,0.825564487,0.433705325
villain,0.99589134,0.987068966,0.997416477,0.991962269
villains,0.996404923,0.987068966,0.997739418,0.991962269
ville,0.78281614,0.450292398,0.7838416,0.453528662
vincent,1,1,1,1
vinci,1,1,1,1
vindictive,0.890610629,0.463788301,0.890133247,0.457797173
vine,0.860402967,0.463788301,0.861352736,0.465679338
vinegar,0.892928202,0.536211699,0.892045532,0.534320662
vines,0.694105443,0.381044487,0.697551862,0.387143974
vineyard,0.739063281,0.115384615,0.742648043,0.152794944
vinny,0.985798817,0.964497041,0.98975062,0.974376551
vintage,0.912981276,0.413020833,0.915133194,0.425969993
vinyl,1,1,1,1
vinyls,1,1,1,1
viola,1,1,1,1
violate,0.908860397,0.413020833,0.910985455,0.425969993
violated,0.810681571,0.426199262,0.80702585,0.416936063
violating,0.9092337,0.540605096,0.908310344,0.538099771
violation,0.868544078,0.357501795,0.869467434,0.363306678
violations,0.881451538,0.357501795,0.882162485,0.363306678
violence,0.870295348,0.360465116,0.87353342,0.401513305
violent,1,1,1,1
violently,0.934623753,0.643042351,0.932557069,0.627230363
violet,0.968470441,0.904347826,0.976482825,0.929000515
violets,1,1,1,1
violin,1,1,1,1
violins,1,1,1,1
viper,0.999812559,0.999062793,0.999848692,0.999243461
vipers,0.999640029,0.997840173,0.999652574,0.997915445
viral,1,1,1,1
virge,0.890965545,0.463788301,0.89134674,0.465679338
virgil,0.970811415,0.905405405,0.971895385,0.90981314
virgin,0.970811415,0.905405405,0.971895385,0.90981314
virginia,0.957887973,0.838235294,0.958303965,0.835059409
virginity,0.980540944,0.905405405,0.98126359,0.90981314
virgins,0.974981213,0.905405405,0.97591033,0.90981314
virtual,0.988608528,0.939759036,0.985843957,0.928758806
virtually,0.990400868,0.939759036,0.988251836,0.928758806
virtue,0.794526332,0.235294118,0.804809445,0.299573078
virtues,0.782563864,0.536211699,0.793681765,0.534320662
virtuous,0.97468431,0.818181818,0.974534931,0.821304136
virus,1,1,1,1
viruses,0.808617051,0.446728972,0.803007357,0.433705325
visa,0.999244713,0.996978852,0.999398166,0.997592663
viscous,0.949248733,0.836879433,0.952552902,0.851241082
vise,0.863706932,0.463788301,0.864183425,0.465679338
visibility,0.955352392,0.726890756,0.954065855,0.720614111
visible,0.819939907,0.385416667,0.82168514,0.401637043
vision,0.741079346,0.173366834,0.743223575,0.179955561
visionary,0.82712164,0.173366834,0.82841771,0.179955561
visions,0.777727823,0.173366834,0.779394198,0.179955561
visit,0.963421871,0.826633166,0.962630663,0.820044439
visitation,0.837042062,0.357501795,0.836586546,0.363306678
visited,0.730074748,0.385416667,0.729122611,0.401637043
visiting,0.842078403,0.540605096,0.839431455,0.538099771
visitor,0.936217703,0.726890756,0.934379793,0.720614111
visitors,0.941919859,0.726890756,0.940365648,0.720614111
visits,0.92558732,0.726890756,0.923443092,0.720614111
vista,0.98020975,0.942664418,0.979730957,0.941239154
visual,0.986931062,0.939759036,0.983922905,0.928758806
visualize,0.928575926,0.463788301,0.926808309,0.465679338
visually,0.989366811,0.939759036,0.987112032,0.928758806
vital,1,1,1,1
vitals,1,1,1,1
vitamin,1,1,1,1
vitamins,1,1,1,1
viva,1,1,1,1
vivian,0.972337765,0.901140684,0.970962217,0.89664336
vivid,1,1,1,1
vixen,1,1,1,1
vocabulary,1,1,1,1
vocal,1,1,1,1
vocation,0.852112087,0.357501795,0.853150863,0.363306678
vodka,1,1,1,1
vogue,0.81156247,0.356957649,0.809968901,0.372769637
voguer,0.816292477,0.338983051,0.803135795,0.298380619
vogues,0.713289426,0.338983051,0.701119214,0.298380619
voguing,0.811504586,0.368,0.821129556,0.388917607
voice,0.666328502,0.2,0.686817692,0.246958192
voicemail,0.738566828,0.2,0.754688589,0.246958192
voices,0.816968776,0.618955513,0.816178624,0.612856026
void,0.884395838,0.765306122,0.879916424,0.757086523
voila,0.69248333,0.227722772,0.696066861,0.237420828
volatile,0.81826209,0.450292398,0.818435713,0.453528662
volcanic,1,1,1,1
volcano,1,1,1,1
volcanoes,0.922574004,0.618955513,0.91795817,0.612856026
vole,0.804010172,0.356957649,0.811373735,0.372769637
volkswagen,0.768518519,0.37037037,0.717764563,0.271615947
volleyball,0.952100585,0.643042351,0.946779424,0.627230363
volt,1,1,1,1
voltage,0.912981276,0.413020833,0.915133194,0.425969993
volts,1,1,1,1
volume,0.895792147,0.405365127,0.90071703,0.425509855
volumes,0.789850056,0.381044487,0.789704113,0.387143974
voluntarily,1,1,1,1
voluntary,1,1,1,1
volunteer,0.954855296,0.594634873,0.952637067,0.574490145
volunteered,0.891288992,0.527725857,0.88981969,0.534759267
volunteering,0.96530783,0.594634873,0.963835603,0.574490145
volunteers,0.958153413,0.594634873,0.956394268,0.574490145
vomit,0.998095238,0.99047619,0.998621776,0.993108878
vomited,0.776383586,0.426199262,0.773785351,0.416936063
vomiting,0.897887913,0.540605096,0.896849137,0.538099771
von,1,1,1,1
voodoo,0.994126285,0.982378855,0.994478959,0.983436878
vortex,0.997400491,0.991935484,0.997128533,0.990837502
vote,0.817704957,0.356957649,0.824071948,0.372769637
voted,0.708303151,0.426199262,0.701881432,0.416936063
voter,0.999812559,0.999062793,0.999848692,0.999243461
voters,0.999640029,0.997840173,0.999652574,0.997915445
votes,0.715471573,0.381044487,0.716133802,0.387143974
voting,0.86385055,0.540605096,0.862465516,0.538099771
vouch,0.993417531,0.977917981,0.993501631,0.97655684
voucher,0.99441247,0.977917981,0.994470649,0.97655684
vow,1,1,1,1
vowed,0.581855959,0.216666667,0.587462553,0.23292401
vowel,0.91259887,0.779661017,0.905585594,0.76085198
vows,0.980931516,0.949367089,0.978329467,0.942818448
voyage,0.878716459,0.413020833,0.887304521,0.425969993
voyager,0.982927516,0.935483871,0.988162604,0.955391435
vroom,0.995918668,0.982378855,0.996031073,0.983436878
vue,1,1,1,1
vulcan,1,1,1,1
vulgar,1,1,1,1
vulnerability,0.962699186,0.594634873,0.96099792,0.574490145
vulnerable,0.879991974,0.586979167,0.872935379,0.574030007
vulture,0.859917136,0.405365127,0.869372629,0.425509855
vultures,0.826903716,0.405365127,0.828310024,0.425509855
wack,1,1,1,1
wacko,1,1,1,1
wacky,1,1,1,1
wad,1,1,1,1
waddle,0.873142218,0.586979167,0.865649325,0.574030007
wade,0.845794157,0.413020833,0.849923591,0.425969993
wafer,0.999812559,0.999062793,0.999848692,0.999243461
waffle,0.880805053,0.586979167,0.872730138,0.574030007
waffles,0.82273231,0.553191489,0.81860968,0.54338173
wag,1,1,1,1
wage,0.847717234,0.413020833,0.851483089,0.425969993
wager,0.999812559,0.999062793,0.999848692,0.999243461
wages,0.73053273,0.446728972,0.724118272,0.433705325
wagner,0.878013248,0.632653061,0.881016004,0.641762029
wagon,1,1,1,1
wagons,0.999603114,0.99870801,0.99940299,0.998062258
wail,0.999275362,0.997101449,0.999497701,0.997990803
wailing,0.999585921,0.997101449,0.999712972,0.997990803
wails,0.99942029,0.997101449,0.999598161,0.997990803
waist,0.99939577,0.996978852,0.999518533,0.997592663
wait,0.997619048,0.99047619,0.998277219,0.993108878
waited,0.746122379,0.426199262,0.739491654,0.416936063
waiter,0.999360707,0.997101449,0.999539044,0.997990803
waiters,0.999277375,0.997101449,0.999415178,0.997915445
waiting,0.882886393,0.540605096,0.881826271,0.538099771
waitress,0.999637681,0.997101449,0.99974885,0.997990803
waitresses,0.862305763,0.446728972,0.858185298,0.433705325
waits,0.99942029,0.997101449,0.999598161,0.997990803
waive,0.661801094,0.173913043,0.663383143,0.180716635
waiver,0.999360707,0.997101449,0.999539044,0.997990803
wake,0.839194506,0.413020833,0.844720479,0.425969993
wakes,0.704258936,0.381044487,0.705493731,0.387143974
wakeup,0.644691506,0.166666667,0.649579426,0.170029564
waking,1,1,1,1
waldorf,0.999545041,0.996815287,0.999567252,0.996970765
wales,0.682966433,0.381044487,0.68355845,0.387143974
walk,0.818181818,0.636363636,0.809676729,0.619353458
walked,0.657960837,0.527725857,0.691436886,0.534759267
walker,0.876387009,0.62962963,0.909335261,0.728384053
walkie,0.87654321,0.62962963,0.909461351,0.728384053
walking,0.894179894,0.62962963,0.922395444,0.728384053
walkout,0.890675758,0.62962963,0.91925087,0.728384053
walks,0.851851852,0.62962963,0.891353621,0.728384053
wall,1,1,1,1
wallet,0.967361794,0.904347826,0.975375962,0.929000515
wallets,0.999049731,0.996674058,0.99905126,0.996679412
walleye,0.940046755,0.586979167,0.938198404,0.574030007
walleyed,0.863718035,0.472274143,0.851300219,0.465240733
walleyes,0.882053206,0.586979167,0.869752131,0.574030007
wallop,0.999445676,0.996674058,0.999446569,0.996679412
wallow,0.998891353,0.996674058,0.998893137,0.996679412
wallowing,0.996781448,0.974358974,0.996353204,0.970499421
wallpaper,0.999156768,0.996674058,0.999178032,0.996679412
walls,0.998669623,0.996674058,0.998671765,0.996679412
wally,0.998669623,0.996674058,0.998671765,0.996679412
walnut,0.990470518,0.956521739,0.991678334,0.963033335
walnuts,1,1,1,1
walrus,1,1,1,1
walsh,1,1,1,1
walt,1,1,1,1
walter,0.999843799,0.999062793,0.99987391,0.999243461
waltz,1,1,1,1
waltzed,0.81264368,0.527725857,0.813121887,0.534759267
waltzers,0.999730022,0.997840173,0.999739431,0.997915445
waltzing,1,1,1,1
wan,1,1,1,1
wand,1,1,1,1
wander,0.999141853,0.997647059,0.999091558,0.997360437
wandered,0.807327203,0.472274143,0.805580185,0.465240733
wandering,0.918305143,0.586979167,0.916333554,0.574030007
wanders,0.999089785,0.997647059,0.999031618,0.997360437
wane,0.844413269,0.413020833,0.8486524,0.425969993
wang,1,1,1,1
wanker,0.999843799,0.999062793,0.99987391,0.999243461
wanna,0.985798817,0.964497041,0.98975062,0.974376551
wannabe,0.667784112,0.022151899,0.676533526,0.020037635
want,1,1,1,1
wanted,0.747575429,0.426199262,0.742701134,0.416936063
wanting,0.883300472,0.540605096,0.882113299,0.538099771
wanton,1,1,1,1
wants,1,1,1,1
war,1,1,1,1
ward,1,1,1,1
warden,1,1,1,1
wardrobe,0.895064604,0.356957649,0.891140814,0.372769637
wards,1,1,1,1
ware,0.658920125,0.277777778,0.67338984,0.315819462
warehouse,0.746730616,0.387096774,0.748413719,0.425969993
warfare,0.805097214,0.277777778,0.813365623,0.315819462
warhead,0.928267179,0.586979167,0.926904561,0.574030007
warheads,0.937233782,0.586979167,0.936041491,0.574030007
warlike,0.917248117,0.463788301,0.91852618,0.465679338
warlock,0.999666222,0.997663551,0.999398374,0.995788621
warlocks,0.999707944,0.997663551,0.999473578,0.995788621
warm,1,1,1,1
warmed,0.781417627,0.527725857,0.781975535,0.534759267
warmer,0.999843799,0.999062793,0.99987391,0.999243461
warmest,0.99509082,0.965635739,0.99564921,0.969544473
warming,1,1,1,1
warms,1,1,1,1
warmth,1,1,1,1
warn,1,1,1,1
warned,0.781417627,0.527725857,0.781975535,0.534759267
warner,0.999843799,0.999062793,0.99987391,0.999243461
warning,1,1,1,1
warnings,0.876753127,0.494505495,0.873015063,0.480982383
warp,1,1,1,1
warpath,1,1,1,1
warped,0.781417627,0.527725857,0.781975535,0.534759267
warrant,0.991489362,0.970212766,0.992074282,0.972259986
warrants,0.992553191,0.970212766,0.993064997,0.972259986
warranty,0.992553191,0.970212766,0.993064997,0.972259986
warren,0.990070922,0.970212766,0.990753329,0.972259986
warrior,0.991489362,0.970212766,0.992074282,0.972259986
warriors,0.99028256,0.970212766,0.990848326,0.972259986
wars,0.999460043,0.997840173,0.999478861,0.997915445
warsaw,1,1,1,1
warship,0.963602772,0.90625,0.964448354,0.908815016
wart,1,1,1,1
warthog,0.741320577,0.04109589,0.738875672,0.037287745
wartime,0.866673384,0.463788301,0.867459907,0.465679338
warts,1,1,1,1
was,0.969384245,0.947368421,0.974677456,0.956280631
wash,1,1,1,1
washable,0.893937123,0.586979167,0.891213421,0.574030007
washcloth,0.999740395,0.997663551,0.999532069,0.995788621
washed,0.852450837,0.527725857,0.851464879,0.534759267
washer,0.999843799,0.999062793,0.99987391,0.999243461
washes,0.775443942,0.446728972,0.77009856,0.433705325
washing,0.963602772,0.90625,0.964448354,0.908815016
washington,0.875924442,0.494505495,0.873525899,0.480982383
washroom,0.997449167,0.982378855,0.997519421,0.983436878
washtub,1,1,1,1
wasp,1,1,1,1
waste,0.869850654,0.413020833,0.872669597,0.425969993
wastebasket,0.858446676,0.318021201,0.864168693,0.3223339
wasted,0.731083554,0.426199262,0.725810264,0.416936063
wasteful,0.829011348,0.318021201,0.830869835,0.3223339
wasteland,0.848010087,0.318021201,0.849662075,0.3223339
waster,0.983351924,0.942664418,0.982983041,0.941239154
wasting,0.877355376,0.540605096,0.876029817,0.538099771
watch,1,1,1,1
watchdog,0.997206617,0.988764045,0.997455586,0.989822346
watched,0.870336851,0.527725857,0.869776281,0.534759267
watcher,0.996673675,0.988764045,0.996984022,0.989822346
watchers,0.99590358,0.988764045,0.995985716,0.989822346
watches,0.804330941,0.446728972,0.800033721,0.433705325
watchful,0.997206617,0.988764045,0.997455586,0.989822346
watching,0.98678995,0.916666667,0.988433035,0.927819588
watchman,0.997206617,0.988764045,0.997455586,0.989822346
water,0.999812559,0.999062793,0.999848692,0.999243461
watered,0.780404186,0.472274143,0.778476513,0.465240733
waterfall,0.918773107,0.586979167,0.916855123,0.574030007
waterfront,0.925977809,0.586979167,0.924055358,0.574030007
watergate,0.84788675,0.413020833,0.847621588,0.425969993
watering,0.908619746,0.586979167,0.906462013,0.574030007
waterloo,0.90832769,0.586979167,0.905935591,0.574030007
watermelon,0.883021202,0.396551724,0.881993853,0.409717582
waterproof,0.92485513,0.586979167,0.923185147,0.574030007
waters,0.999640029,0.997840173,0.999652574,0.997915445
watery,0.878159661,0.586979167,0.875282684,0.574030007
watson,1,1,1,1
watt,1,1,1,1
wattle,0.879639552,0.586979167,0.87165422,0.574030007
watts,0.999300699,0.996503497,0.999354449,0.996772247
wave,0.846554443,0.413020833,0.85052951,0.425969993
waved,0.737701152,0.527725857,0.738370642,0.534759267
waves,0.704258936,0.381044487,0.705493731,0.387143974
waving,1,1,1,1
wavy,1,1,1,1
wax,1,1,1,1
waxed,0.737701152,0.527725857,0.738370642,0.534759267
waxing,0.974074074,0.9,0.970464872,0.88650157
way,1,1,1,1
wayne,0.630690162,0.25,0.611127078,0.280856761
ways,0.984768041,0.969072165,0.986712873,0.973085467
we,1,1,1,1
weak,0.956852435,0.910891089,0.958353021,0.914301921
weaken,0.971234957,0.910891089,0.972235348,0.914301921
weakened,0.805844151,0.527725857,0.801134504,0.534759267
weaker,0.971078755,0.910891089,0.972109258,0.914301921
weakest,0.970435068,0.910891089,0.971850937,0.914301921
weakling,0.978426217,0.910891089,0.979176511,0.914301921
weakness,0.928006049,0.714285714,0.926304718,0.70982601
weaknesses,0.798666203,0.446728972,0.789535833,0.433705325
wealth,0.971234957,0.910891089,0.972235348,0.914301921
wealthy,0.969473407,0.910891089,0.970874906,0.914301921
wean,0.956852435,0.910891089,0.958353021,0.914301921
weapon,0.971234957,0.910891089,0.972235348,0.914301921
weaponry,0.978128553,0.910891089,0.978728753,0.914301921
weapons,0.975004061,0.910891089,0.975690003,0.914301921
wear,0.956852435,0.910891089,0.958353021,0.914301921
wearer,0.971078755,0.910891089,0.972109258,0.914301921
wearing,0.975344248,0.910891089,0.976201726,0.914301921
wears,0.965049982,0.910891089,0.966265506,0.914301921
weary,0.965481948,0.910891089,0.966682417,0.914301921
weasel,0.971234957,0.910891089,0.972235348,0.914301921
weasels,0.975344248,0.910891089,0.976201726,0.914301921
weather,0.96933952,0.910891089,0.970766829,0.914301921
weatherman,0.930413072,0.639344262,0.925396508,0.622641369
weathers,0.971986195,0.910891089,0.973045672,0.914301921
weave,0.659332063,0.2,0.676933078,0.236775146
weaver,0.971078755,0.910891089,0.972109258,0.914301921
weaving,0.975344248,0.910891089,0.976201726,0.914301921
web,1,1,1,1
webber,0.999843799,0.999062793,0.99987391,0.999243461
website,0.910308539,0.583333333,0.906720447,0.5649785
webster,0.985730221,0.942664418,0.985414035,0.941239154
wed,0.632824468,0.426199262,0.627392265,0.416936063
wedded,0.78741708,0.426199262,0.783556113,0.416936063
wedding,1,1,1,1
weddings,0.876753127,0.494505495,0.873015063,0.480982383
wedge,0.823416823,0.15098242,0.825053245,0.15959768
wedged,0.819882362,0.527725857,0.819144419,0.534759267
wedgie,1,1,1,1
wedlock,0.999666222,0.997663551,0.999398374,0.995788621
wednesday,0.5882752,0.03125,0.607651104,0.030455527
wednesdays,0.623354897,0.03125,0.641571143,0.030455527
wee,1,1,1,1
weed,0.865333306,0.472274143,0.864194455,0.465240733
weeds,0.997811816,0.989059081,0.998307418,0.991537088
week,0.99452954,0.989059081,0.995768544,0.991537088
weekday,0.996874023,0.989059081,0.997582025,0.991537088
weekend,0.996874023,0.989059081,0.997582025,0.991537088
weekends,0.997032428,0.989059081,0.997627453,0.991537088
weekly,0.996353027,0.989059081,0.997179029,0.991537088
weeks,0.995623632,0.989059081,0.996614835,0.991537088
weenie,0.996353027,0.989059081,0.997179029,0.991537088
weep,0.99452954,0.989059081,0.995768544,0.991537088
weeping,0.996874023,0.989059081,0.997582025,0.991537088
weigh,1,1,1,1
weighed,0.924610592,0.472274143,0.923605819,0.465240733
weighing,0.989583333,0.916666667,0.990977448,0.927819588
weighs,1,1,1,1
weight,1,1,1,1
weights,1,1,1,1
weir,0.856350267,0.661764706,0.864407018,0.682827378
weird,0.885080214,0.661764706,0.891525615,0.682827378
weirder,0.917780552,0.661764706,0.922410219,0.682827378
weirdest,0.923879601,0.661764706,0.928396568,0.682827378
weirdness,0.930987716,0.661764706,0.933688037,0.682827378
weirdo,0.904233512,0.661764706,0.909604679,0.682827378
weirdos,0.90896043,0.661764706,0.916795021,0.682827378
welch,1,1,1,1
welcome,0.895579105,0.356957649,0.900587756,0.372769637
welcomed,0.843071118,0.527725857,0.843131696,0.534759267
welcomes,0.822169733,0.381044487,0.822583626,0.387143974
welcoming,1,1,1,1
weld,0.9765625,0.953125,0.954017076,0.908034152
welfare,0.789006163,0.277777778,0.793435569,0.315819462
well,1,1,1,1
wellington,0.900737313,0.494505495,0.897747933,0.480982383
wells,0.998669623,0.996674058,0.998671765,0.996679412
welsh,1,1,1,1
welt,1,1,1,1
wen,1,1,1,1
wench,1,1,1,1
went,1,1,1,1
wept,0.983803553,0.965517241,0.981764398,0.961145884
were,0.678727982,0.15098242,0.697853651,0.15959768
werewolf,0.856372802,0.15098242,0.854735735,0.15959768
werewolves,0.762808966,0.15098242,0.765792017,0.15959768
wesley,0.978391476,0.9375,0.977643247,0.944340951
west,0.991408935,0.965635739,0.992386118,0.969544473
westbound,0.98534849,0.942664418,0.985129216,0.941239154
western,0.985864107,0.942664418,0.985522112,0.941239154
westminster,0.981923663,0.942664418,0.981504821,0.941239154
wet,0.936940882,0.904347826,0.95296565,0.929000515
wetlands,0.999767658,0.998141264,0.999743181,0.997945447
wetting,0.933373156,0.540605096,0.933092038,0.538099771
whack,0.963987402,0.834862385,0.966808601,0.845440613
whacked,0.789052592,0.527725857,0.791041975,0.534759267
whacking,0.977492127,0.834862385,0.979255375,0.845440613
whale,0.703035763,0.277777778,0.715762889,0.315819462
whales,0.708282425,0.381044487,0.710538811,0.387143974
whaling,0.974276716,0.834862385,0.976291858,0.845440613
wham,0.954984253,0.834862385,0.958510751,0.845440613
wharf,0.963987402,0.834862385,0.966808601,0.845440613
wharfs,0.969989502,0.834862385,0.972340501,0.845440613
wharves,0.765165295,0.381044487,0.767558467,0.387143974
what,0.954984253,0.834862385,0.958510751,0.845440613
whatever,0.887860393,0.586979167,0.887047523,0.574030007
whatnot,0.962676286,0.834862385,0.966814571,0.845440613
whats,0.963987402,0.834862385,0.966808601,0.845440613
whatsoever,0.860847349,0.315789474,0.870575197,0.3512325
wheat,0.932454425,0.834862385,0.93577054,0.845440613
whee,0.958715596,0.834862385,0.961360153,0.845440613
wheel,0.964784293,0.834862385,0.96739554,0.845440613
wheelbarrow,0.978577,0.834862385,0.980136152,0.845440613
wheelchair,0.972485067,0.834862385,0.976621268,0.845440613
wheeled,0.818032087,0.527725857,0.81967632,0.534759267
wheeler,0.974712037,0.834862385,0.976603023,0.845440613
wheelie,0.974845924,0.834862385,0.9767111,0.845440613
wheels,0.970653578,0.834862385,0.972829617,0.845440613
wheeze,0.745204337,0.318181818,0.747984376,0.321232822
whelp,0.965319585,0.834862385,0.96715324,0.845440613
when,0.956649481,0.834862385,0.95894155,0.845440613
